65,fmsuse,fmsuse1@,fmsuse1@,firstfmsuser,lastfmsuser,user@uta.edu,123456789a,1001001001,1001 Apt1,Arlington,TX,Admin,76013,Please correct the following:,,,,,,,,Please enter a valid 10-digit phone number,,,
66,,,,,,,,,1001 Apt1,,,,,Please correct the following:,Your Username cannot be empty,First Name cannot be empty,Last Name cannot be empty,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,Email cannot be empty,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,,City cannot be empty
67,,,,,lastfmsuser,,,,,,,,,Please correct the following:,Your Username cannot be empty,First Name cannot be empty,,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,Email cannot be empty,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,Address cannot be empty,City cannot be empty
68,,,,firstfmsuser,,,,,,,,,,Please correct the following:,Your Username cannot be empty,,Last Name cannot be empty,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,Email cannot be empty,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,Address cannot be empty,City cannot be empty
69,,,,,,,,,,Arlington,,,,Please correct the following:,Your Username cannot be empty,First Name cannot be empty,Last Name cannot be empty,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,Email cannot be empty,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,Address cannot be empty,
70,,,,,,,,,,,,,,Please correct the following:,Your Username cannot be empty,First Name cannot be empty,Last Name cannot be empty,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,Email cannot be empty,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,Address cannot be empty,City cannot be empty
71,fmsuse,fmsuse1@,fmsuse1@,firstfmsuser,lastfmsuser,user@uta.edu,1234512345,,1001 Apt1,Arlington,TX,Admin,76013,Please correct the following:,,,,,,UTA ID should be a 10-digit number,,,,,
72,fmsuse,fmsuse1@,fmsuse1@,firstfmsuser,lastfmsuser,,1234512345,1001001001,1001 Apt1,Arlington,TX,Admin,76013,Please correct the following:,,,,,,,Email cannot be empty,,,,
73,fmsuse,,,,,,,,,,,,,Please correct the following:,,First Name cannot be empty,Last Name cannot be empty,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,Email cannot be empty,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,Address cannot be empty,City cannot be empty
74,,fmsuse1@,fmsuse1@,firstfmsuser,lastfmsuser,user@uta.edu,1234512345,1001001001,1001 Apt1,Arlington,TX,Admin,76013,Please correct the following:,Your Username cannot be empty,,,,,,,,,,
75,,,,,,user@uta.edu,,,,,,,,Please correct the following:,Your Username cannot be empty,First Name cannot be empty,Last Name cannot be empty,Password should have atleast 8 characters but not exceed 12,,UTA ID should be a 10-digit number,,Please enter a valid 10-digit phone number,Zip code should be a 5-digit number,Address cannot be empty,City cannot be empty
